Player,team,Target,Rec,Yard,TD,Att,Yard.1,TD.1,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos,status,cause
Jarvis Landry,MIA,4.0,3.0,42.0,0.0,2.0,24.0,1.0,WR,6.0,2015.0,a,TEN,14.1,7300.0,15.6,6200.0,True,2.5,43.5,-140.0,+120,,
Eric Decker,NYJ,7.0,4.0,59.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,WAS,11.9,6100.0,14.9,4900.0,True,-7.5,40.0,-370.0,+310,Probable,knee
Travis Benjamin,CLE,13.0,9.0,117.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,DEN,16.2,6300.0,23.7,5000.0,True,3.5,42.0,-170.0,+150,,
Albert Wilson,KC,6.0,3.0,57.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,a,MIN,13.2,4500.0,14.7,3000.0,True,3.5,43.0,-180.0,+160,,
Julian Edelman,NE,10.0,6.0,50.0,1.0,1.0,2.0,0.0,WR,6.0,2015.0,a,IND,14.2,7900.0,17.2,7600.0,True,-9.0,54.0,-390.0,+320,,
Demaryius Thomas,DEN,17.0,10.0,111.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,CLE,16.1,8300.0,24.1,7900.0,True,-3.5,42.0,-170.0,+150,Questionable,neck
Michael Floyd,ARI,8.0,5.0,50.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PIT,13.5,4900.0,16.0,3000.0,True,-5.5,45.0,-250.0,+210,,
Sammy Watkins,BUF,5.0,4.0,48.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CIN,12.8,6300.0,14.8,5400.0,True,3.0,42.0,-160.0,+140,Questionable,calf
Danny Amendola,NE,9.0,7.0,105.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,IND,14.0,4800.0,20.5,3400.0,True,-9.0,54.0,-390.0,+320,,
Anquan Boldin,SF,9.0,5.0,102.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,BAL,12.7,6500.0,18.2,4300.0,True,2.5,43.5,-145.0,+125,,
Ricardo Lockette,SEA,2.0,2.0,41.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CAR,11.3,4500.0,12.3,3000.0,True,-7.0,41.0,-325.0,+270,,
Golden Tate,DET,9.0,6.0,40.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CHI,13.0,6900.0,16.0,5200.0,True,-3.5,45.5,-195.0,+170,Probable,hip
Quinton Patton,SF,3.0,2.0,38.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,BAL,10.8,4500.0,11.8,3000.0,True,2.5,43.5,-145.0,+125,,
Malcom Floyd,SD,12.0,5.0,95.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,GNB,12.0,5400.0,14.5,3400.0,True,10.5,50.5,-600.0,+450,,
Larry Fitzgerald,ARI,10.0,8.0,93.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PIT,13.3,7500.0,17.3,7000.0,True,-5.5,45.0,-250.0,+210,,
Julio Jones,ATL,10.0,6.0,93.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NOR,12.3,9200.0,15.3,9200.0,True,-3.0,52.5,-165.0,+145,,
Allen Hurns,JAC,7.0,2.0,30.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,HOU,10.0,6500.0,11.0,5000.0,True,-3.0,43.0,-150.0,+130,Probable,ankle
James Jones,GB,5.0,2.0,30.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,SDG,10.0,6600.0,11.0,5800.0,True,-10.5,50.5,-600.0,+450,,
Griff Whalen,IND,3.0,2.0,30.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,h,NWE,10.0,4500.0,11.0,3000.0,True,9.0,54.0,-390.0,+320,,
Pierre Garcon,WAS,8.0,5.0,28.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NYJ,11.3,6000.0,13.8,5100.0,True,7.5,40.0,-370.0,+310,Probable,knee
Bryan Walters,JAC,12.0,8.0,87.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,HOU,12.7,0.0,16.7,3000.0,True,-3.0,43.0,-150.0,+130,,
Rishard Matthews,MIA,6.0,6.0,85.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,TEN,11.5,6300.0,14.5,4200.0,True,2.5,43.5,-140.0,+120,,
Roddy White,ATL,4.0,3.0,23.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NOR,9.8,5400.0,11.3,3500.0,True,-3.0,52.5,-165.0,+145,,
Kamar Aiken,BAL,8.0,3.0,22.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,a,SFO,9.7,6000.0,11.2,4300.0,True,-2.5,43.5,-145.0,+125,,
Jeff Janis,GB,4.0,2.0,79.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,SDG,8.9,4500.0,9.9,3000.0,True,-10.5,50.5,-600.0,+450,,
Dontrelle Inman,SD,7.0,3.0,18.0,1.0,0.0,0.0,0.0,WR,6.0,2015.0,a,GNB,9.3,5100.0,10.8,3300.0,True,10.5,50.5,-600.0,+450,,
Jarius Wright,MIN,3.0,2.0,69.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,KAN,7.9,4900.0,8.9,3000.0,True,-3.5,43.0,-180.0,+160,,
Cecil Shorts,HOU,6.0,4.0,63.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,JAC,8.3,5000.0,10.3,3200.0,True,3.0,43.0,-150.0,+130,Probable,shoulder
Miles Austin,PHI,3.0,3.0,60.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,NYG,7.5,5200.0,9.0,3200.0,True,-3.5,50.5,-195.0,+170,,
Jordan Matthews,PHI,11.0,6.0,59.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,NYG,6.9,6600.0,10.9,6200.0,True,-3.5,50.5,-195.0,+170,,
Dorial Green-Beckham,TEN,6.0,3.0,57.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,MIA,7.2,4900.0,8.7,3100.0,True,-2.5,43.5,-140.0,+120,,
Willie Snead,NO,5.0,4.0,55.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,ATL,7.5,6200.0,9.5,3300.0,True,3.0,52.5,-165.0,+145,,
Justin Hunter,TEN,4.0,3.0,54.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,MIA,6.9,4800.0,8.4,3000.0,True,-2.5,43.5,-140.0,+120,,
Marquess Wilson,CHI,4.0,2.0,54.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,DET,6.4,5400.0,7.4,4000.0,True,3.5,45.5,-195.0,+170,,
Eddie Royal,CHI,7.0,5.0,49.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,DET,7.4,5300.0,9.9,3600.0,True,3.5,45.5,-195.0,+170,Questionable,ankle
Jeremy Maclin,KC,4.0,3.0,48.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,MIN,6.3,7200.0,7.8,6500.0,True,3.5,43.0,-180.0,+160,,
Robert Woods,BUF,6.0,4.0,47.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CIN,6.7,4900.0,8.7,3000.0,True,3.0,42.0,-160.0,+140,,
Kenny Stills,MIA,2.0,2.0,46.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,TEN,5.6,5000.0,6.6,3000.0,True,2.5,43.5,-140.0,+120,,
Rueben Randle,NYG,6.0,5.0,44.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PHI,6.9,5700.0,9.4,4400.0,True,3.5,50.5,-195.0,+170,Probable,hamstring
Brandin Cooks,NO,5.0,4.0,41.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,ATL,6.1,7000.0,8.1,5700.0,True,3.0,52.5,-165.0,+145,,
Jamison Crowder,WAS,9.0,4.0,40.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NYJ,6.0,5500.0,8.0,3600.0,True,7.5,40.0,-370.0,+310,,
Keshawn Martin,NE,2.0,1.0,39.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,IND,4.4,4500.0,4.9,3000.0,True,-9.0,54.0,-390.0,+320,,
Randall Cobb,GB,5.0,2.0,38.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,SDG,4.8,8100.0,5.8,7300.0,True,-10.5,50.5,-600.0,+450,,
Mohamed Sanu,CIN,4.0,2.0,30.0,0.0,1.0,8.0,0.0,WR,6.0,2015.0,a,BUF,4.8,5000.0,5.8,3200.0,True,-3.0,42.0,-160.0,+140,,
Leonard Hankerson,ATL,6.0,4.0,37.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NOR,5.7,5800.0,7.7,4200.0,True,-3.0,52.5,-165.0,+145,,
Jeremy Ross,BAL,5.0,3.0,34.0,0.0,1.0,2.0,0.0,WR,6.0,2015.0,a,SFO,5.1,4500.0,6.6,3000.0,True,-2.5,43.5,-145.0,+125,,
Andre Johnson,IND,6.0,3.0,35.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,NWE,5.0,6000.0,6.5,4300.0,True,9.0,54.0,-390.0,+320,,
Kendall Wright,TEN,5.0,4.0,34.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,MIA,5.4,5800.0,7.4,5200.0,True,-2.5,43.5,-140.0,+120,,
Chris Hogan,BUF,5.0,2.0,31.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CIN,4.1,5100.0,5.1,3300.0,True,3.0,42.0,-160.0,+140,Probable,hamstring
Phillip Dorsett,IND,4.0,2.0,30.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,NWE,4.0,5200.0,5.0,3000.0,True,9.0,54.0,-390.0,+320,,
Andrew Hawkins,CLE,4.0,1.0,25.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,DEN,3.0,4800.0,3.5,3000.0,True,3.5,42.0,-170.0,+150,,
Antonio Brown,PIT,8.0,3.0,24.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,ARI,3.9,8600.0,5.4,8300.0,True,5.5,45.0,-250.0,+210,,
Devin Funchess,CAR,6.0,2.0,24.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,SEA,3.4,4600.0,4.4,3000.0,True,7.0,41.0,-325.0,+270,,
Doug Baldwin,SEA,4.0,3.0,23.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CAR,3.8,5800.0,5.3,4100.0,True,-7.0,41.0,-325.0,+270,,
Mike Wallace,MIN,9.0,2.0,23.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,KAN,3.3,5400.0,4.3,4500.0,True,-3.5,43.0,-180.0,+160,,
Ryan Grant,WAS,4.0,2.0,22.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NYJ,3.2,,4.2,,False,7.5,40.0,-370.0,+310,,
Jerricho Cotchery,CAR,4.0,2.0,21.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,SEA,3.1,4600.0,4.1,3000.0,True,7.0,41.0,-325.0,+270,Probable,ankle
Josh Huff,PHI,3.0,3.0,19.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,NYG,3.4,5300.0,4.9,3100.0,True,-3.5,50.5,-195.0,+170,,
Andre Caldwell,DEN,2.0,2.0,18.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,CLE,2.8,4500.0,3.8,3000.0,True,-3.5,42.0,-170.0,+150,,
Chris Givens,BAL,2.0,2.0,18.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,SFO,2.8,4500.0,3.8,3000.0,True,-2.5,43.5,-145.0,+125,,
Dwayne Harris,NYG,4.0,2.0,18.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PHI,2.8,5300.0,3.8,3100.0,True,3.5,50.5,-195.0,+170,,
Quincy Enunwa,NYJ,3.0,2.0,17.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,WAS,2.7,4800.0,3.7,3000.0,True,-7.5,40.0,-370.0,+310,,
Chris Conley,KC,7.0,3.0,16.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,MIN,3.1,4800.0,4.6,3000.0,True,3.5,43.0,-180.0,+160,,
Rashad Ross,WAS,3.0,1.0,16.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NYJ,2.1,4500.0,2.6,3000.0,True,7.5,40.0,-370.0,+310,,
Ty Montgomery,GB,2.0,2.0,11.0,0.0,1.0,4.0,0.0,WR,6.0,2015.0,h,SDG,2.5,5800.0,3.5,3500.0,True,-10.5,50.5,-600.0,+450,,
Greg Jennings,MIA,1.0,1.0,13.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,TEN,1.8,4500.0,2.3,3000.0,True,2.5,43.5,-140.0,+120,,
Chris Matthews,SEA,1.0,1.0,12.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CAR,1.7,4500.0,2.2,3000.0,True,-7.0,41.0,-325.0,+270,,
Harry Douglas,TEN,4.0,1.0,11.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,MIA,1.6,4700.0,2.1,3000.0,True,-2.5,43.5,-140.0,+120,,
Nick Williams,ATL,1.0,1.0,11.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NOR,1.6,0.0,2.1,3000.0,True,-3.0,52.5,-165.0,+145,,
Marlon Brown,BAL,4.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,SFO,1.4,4500.0,1.9,3000.0,True,-2.5,43.5,-145.0,+125,,
Keith Mumphery,HOU,4.0,2.0,8.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,JAC,1.8,5000.0,2.8,3200.0,True,3.0,43.0,-150.0,+130,,
Markus Wheaton,PIT,2.0,1.0,8.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,ARI,1.3,4800.0,1.8,3300.0,True,5.5,45.0,-250.0,+210,,
Cameron Meredith,CHI,1.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,DET,1.2,4500.0,1.7,3000.0,True,3.5,45.5,-195.0,+170,,
Andre Roberts,WAS,4.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,NYJ,1.1,4700.0,1.6,3000.0,True,7.5,40.0,-370.0,+310,Questionable,quadricep
Corey Fuller,DET,1.0,1.0,5.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CHI,-1.0,4500.0,0.5,3000.0,True,-3.5,45.5,-195.0,+170,,
Taylor Gabriel,CLE,2.0,1.0,5.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,DEN,1.0,4900.0,1.5,3100.0,True,3.5,42.0,-170.0,+150,,
Jaelen Strong,HOU,1.0,1.0,5.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,JAC,1.0,5300.0,1.5,3000.0,True,3.0,43.0,-150.0,+130,Questionable,illness
Jason Avant,KC,3.0,1.0,4.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,MIN,0.9,4500.0,1.4,3000.0,True,3.5,43.0,-180.0,+160,,
Jaron Brown,ARI,4.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PIT,0.0,4500.0,0.0,3000.0,True,-5.5,45.0,-250.0,+210,,
Brandon Coleman,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,ATL,0.0,4800.0,0.0,3000.0,True,3.0,52.5,-165.0,+145,,
Geremy Davis,NYG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PHI,0.0,4500.0,0.0,3000.0,True,3.5,50.5,-195.0,+170,,
Bennie Fowler,DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,CLE,0.0,4900.0,0.0,3000.0,True,-3.5,42.0,-170.0,+150,Probable,hamstring
Brian Hartline,CLE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,DEN,0.0,5000.0,0.0,3000.0,True,3.5,42.0,-170.0,+150,Probable,thigh
Darrius Heyward-Bey,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,ARI,0.0,4900.0,0.0,3500.0,True,5.5,45.0,-250.0,+210,,
Jermaine Kearse,SEA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CAR,0.0,5700.0,0.0,3600.0,True,-7.0,41.0,-325.0,+270,,
Cody Latimer,DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,CLE,0.0,4500.0,0.0,3000.0,True,-3.5,42.0,-170.0,+150,Probable,groin
Tyler Lockett,SEA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,h,CAR,0.0,5100.0,0.0,3200.0,True,-7.0,41.0,-325.0,+270,,
Myles White,NYG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,PHI,0.0,4500.0,0.0,3000.0,True,3.5,50.5,-195.0,+170,,
Jordan Norwood,DEN,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,WR,6.0,2015.0,a,CLE,0.4,4500.0,0.9,3000.0,True,-3.5,42.0,-170.0,+150,,
TY Hilton,IND,,,,,,,,WR,6.0,2015.0,h,NWE,16.4,7400.0,19.4,6500.0,True,9.0,54.0,-390.0,+320,,
Odell Beckham Jr,NYG,,,,,,,,WR,6.0,2015.0,a,PHI,15.6,9100.0,19.1,8900.0,True,3.5,50.5,-195.0,+170,,
AJ Green,CIN,,,,,,,,WR,6.0,2015.0,a,BUF,5.6,8100.0,7.6,7600.0,True,-3.0,42.0,-160.0,+140,,
Corey Brown,CAR,,,,,,,,WR,6.0,2015.0,a,SEA,4.7,4700.0,5.7,3000.0,True,7.0,41.0,-325.0,+270,,
Ted Ginn Jr,CAR,,,,,,,,WR,6.0,2015.0,a,SEA,2.3,5500.0,2.8,3400.0,True,7.0,41.0,-325.0,+270,,
De'Anthony Thomas,KC,,,,,,,,WR,6.0,2015.0,a,MIN,0.1,4500.0,0.1,3000.0,True,3.5,43.0,-180.0,+160,,
Marc Mariani,CHI,,,,,,,,WR,6.0,2015.0,a,DET,0.0,4500.0,0.0,3000.0,True,3.5,45.5,-195.0,+170,,
Joseph Morgan,NO,,,,,,,,WR,6.0,2015.0,h,ATL,0.0,4500.0,,,False,3.0,52.5,-165.0,+145,,
Brittan Golden,ARI,,,,,,,,WR,6.0,2015.0,a,PIT,0.0,4500.0,0.0,3000.0,True,-5.5,45.0,-250.0,+210,,
Eric Weems,ATL,,,,,,,,WR,6.0,2015.0,a,NOR,0.0,4500.0,0.0,3000.0,True,-3.0,52.5,-165.0,+145,,
Cordarrelle Patterson,MIN,,,,,,,,WR,6.0,2015.0,h,KAN,0.0,4500.0,0.0,3000.0,True,-3.5,43.0,-180.0,+160,,
Seyi Ajirotutu,PHI,,,,,,,,WR,6.0,2015.0,h,NYG,0.0,4500.0,0.0,3000.0,True,-3.5,50.5,-195.0,+170,,
Marquise Goodwin,BUF,,,,,,,,WR,6.0,2015.0,h,CIN,0.0,4500.0,0.0,3000.0,True,3.0,42.0,-160.0,+140,,
Devin Smith,NYJ,,,,,,,,WR,6.0,2015.0,h,WAS,0.0,4700.0,0.0,3000.0,True,-7.5,40.0,-370.0,+310,,
Brandon Tate,CIN,,,,,,,,WR,6.0,2015.0,a,BUF,0.0,4700.0,0.0,3000.0,True,-3.0,42.0,-160.0,+140,Probable,illness
Jeremy Kerley,NYJ,,,,,,,,WR,6.0,2015.0,h,WAS,0.0,4900.0,0.0,3000.0,True,-7.5,40.0,-370.0,+310,,
DeVante Parker,MIA,,,,,,,,WR,6.0,2015.0,a,TEN,0.0,5000.0,0.0,3000.0,True,2.5,43.5,-140.0,+120,,
DeAndrew White,SF,,,,,,,,WR,6.0,2015.0,h,BAL,0.0,4500.0,0.0,3000.0,True,2.5,43.5,-145.0,+125,,
Sammie Coates,PIT,,,,,,,,WR,6.0,2015.0,h,ARI,0.0,4500.0,0.0,3000.0,True,5.5,45.0,-250.0,+210,,
Matthew Slater,NE,,,,,,,,WR,6.0,2015.0,a,IND,0.0,4500.0,0.0,3000.0,True,-9.0,54.0,-390.0,+320,,
Adam Thielen,MIN,,,,,,,,WR,6.0,2015.0,h,KAN,0.0,4500.0,0.0,3000.0,True,-3.5,43.0,-180.0,+160,,
Denarius Moore,BUF,,,,,,,,WR,6.0,2015.0,h,CIN,0.0,4500.0,0.0,3000.0,True,3.0,42.0,-160.0,+140,,
Josh Bellamy,CHI,,,,,,,,WR,6.0,2015.0,a,DET,0.0,4700.0,0.0,3200.0,True,3.5,45.5,-195.0,+170,Questionable,groin
Jacoby Jones,SD,,,,,,,,WR,6.0,2015.0,a,GNB,0.0,4500.0,0.0,3000.0,True,10.5,50.5,-600.0,+450,,
TJ Jones,DET,,,,,,,,WR,6.0,2015.0,h,CHI,-2.3,,-1.3,3000.0,False,-3.5,45.5,-195.0,+170,,
Jared Abbrederis,GB,,,,,,,,WR,6.0,2015.0,h,SDG,,,0.0,3000.0,False,-10.5,50.5,-600.0,+450,,
BJ Daniels,SEA,,,,,,,,WR,6.0,2015.0,h,CAR,,,0.0,3000.0,False,-7.0,41.0,-325.0,+270,,
Dri Archer,PIT,,,,,,,,WR,6.0,2015.0,h,ARI,,,0.0,3000.0,False,5.5,45.0,-250.0,+210,,
Tony Washington,JAC,,,,,,,,WR,6.0,2015.0,h,HOU,,,0.0,3000.0,False,-3.0,43.0,-150.0,+130,,
Brenton Bersin,CAR,,,,,,,,WR,6.0,2015.0,a,SEA,,,0.0,3100.0,False,7.0,41.0,-325.0,+270,,
Andre Johnson,IND,7.0,6.0,77.0,2.0,0.0,0.0,0.0,WR,5.0,2015.0,a,HOU,22.7,5400.0,25.7,4100.0,True,5.0,41.0,-240.0,+200,,
Allen Robinson,JAC,9.0,7.0,72.0,2.0,0.0,0.0,0.0,WR,5.0,2015.0,a,TAM,22.7,6300.0,26.2,5500.0,True,1.0,41.5,-120.0,+100,,
Julian Edelman,NE,5.0,4.0,120.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,DAL,20.0,7700.0,25.0,7000.0,True,-8.5,50.5,-420.0,+350,,
Allen Hurns,JAC,6.0,5.0,116.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,TAM,20.1,6100.0,25.6,4500.0,True,1.0,41.5,-120.0,+100,,
Jaelen Strong,HOU,2.0,2.0,53.0,2.0,0.0,0.0,0.0,WR,5.0,2015.0,h,IND,18.3,4800.0,19.3,3000.0,True,-5.0,41.0,-240.0,+200,,
DeAndre Hopkins,HOU,14.0,11.0,169.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,h,IND,22.4,8000.0,30.9,7200.0,True,-5.0,41.0,-240.0,+200,,
Anquan Boldin,SF,12.0,8.0,107.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,NYG,20.7,6200.0,27.7,4400.0,True,7.5,44.0,-360.0,+300,,
Brandin Cooks,NO,9.0,5.0,107.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,PHI,19.2,6800.0,24.7,5900.0,True,6.5,49.5,-275.0,+235,Probable,ankle
Marquess Wilson,CHI,8.0,6.0,85.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,KAN,17.5,4800.0,20.5,3400.0,True,9.5,44.5,-475.0,+375,,
Willie Snead,NO,11.0,6.0,141.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,a,PHI,17.1,5300.0,23.1,3000.0,True,6.5,49.5,-275.0,+235,,
Josh Huff,PHI,5.0,4.0,78.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,h,NOR,15.8,4500.0,17.8,3000.0,True,-6.5,49.5,-275.0,+235,,
James Jones,GB,3.0,2.0,77.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,h,STL,14.7,6400.0,15.7,5700.0,True,-9.0,46.0,-460.0,+360,Probable,hamstring
John Brown,ARI,4.0,4.0,73.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,DET,15.3,5900.0,17.3,5100.0,True,-4.5,46.0,-215.0,+185,,
Markus Wheaton,PIT,3.0,1.0,72.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,SDG,13.7,4800.0,14.2,3300.0,True,4.0,45.5,-210.0,+180,,
Ty Montgomery,GB,5.0,4.0,59.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,h,STL,13.9,4700.0,15.9,3400.0,True,-9.0,46.0,-460.0,+360,,
Larry Fitzgerald,ARI,7.0,5.0,58.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,DET,14.3,7400.0,16.8,6800.0,True,-4.5,46.0,-215.0,+185,,
Lance Moore,DET,8.0,6.0,55.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,h,ARI,14.5,4500.0,17.5,3000.0,True,4.5,46.0,-215.0,+185,Probable,ankle
Chris Hogan,BUF,3.0,3.0,52.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,TEN,12.86,4800.0,14.36,3200.0,True,-1.0,43.0,-115.0, -105,Probable,hamstring
Emmanuel Sanders,DEN,12.0,9.0,111.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,a,OAK,15.6,7700.0,23.1,7400.0,True,-5.5,45.0,-250.0,+210,,
Jermaine Kearse,SEA,3.0,2.0,38.0,1.0,0.0,0.0,0.0,WR,5.0,2015.0,a,CIN,10.8,5600.0,11.8,3500.0,True,3.0,44.5,-170.0,+150,,
Tavon Austin,STL,5.0,2.0,6.0,1.0,3.0,22.0,0.0,WR,5.0,2015.0,a,GNB,9.8,5800.0,10.8,4300.0,True,9.0,46.0,-460.0,+360,,
Jamison Crowder,WAS,8.0,8.0,87.0,0.0,1.0,0.0,0.0,WR,5.0,2015.0,a,ATL,12.7,5200.0,16.7,3500.0,True,7.0,48.5,-320.0,+260,,
Jeremy Maclin,KC,12.0,8.0,85.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,h,CHI,12.5,6900.0,16.5,6000.0,True,-9.5,44.5,-475.0,+375,,
Travis Benjamin,CLE,12.0,6.0,83.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,a,BAL,11.3,6200.0,14.3,4500.0,True,6.5,43.0,-280.0,+240,,
Golden Tate,DET,18.0,8.0,74.0,0.0,1.0,8.0,0.0,WR,5.0,2015.0,h,ARI,10.2,6600.0,15.2,5200.0,True,4.5,46.0,-215.0,+185,,
Kamar Aiken,BAL,9.0,4.0,78.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,h,CLE,9.8,5800.0,11.8,3800.0,True,-6.5,43.0,-280.0,+240,,
Taylor Gabriel,CLE,5.0,4.0,75.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,a,BAL,9.5,4600.0,11.5,3000.0,True,6.5,43.0,-280.0,+240,,
Stedman Bailey,STL,5.0,3.0,73.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,a,GNB,8.8,4900.0,10.3,3000.0,True,9.0,46.0,-460.0,+360,,
Dwayne Harris,NYG,8.0,6.0,72.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,h,SFO,10.2,5000.0,13.2,3400.0,True,-7.5,44.0,-360.0,+300,,
Doug Baldwin,SEA,3.0,3.0,70.0,0.0,0.0,0.0,0.0,WR,5.0,2015.0,a,CIN,8.5,5700.0,10.0,4200.0,True,3.0,44.5,-170.0,+150,,
