Player,team,Target,Rec,Yard,TD,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos
Brandon Pettigrew,DET,9.0,7.0,67.0,0.0,TE,4.0,2012.0,h,MIN,10.2,5600.0,,,False,-3.5,48.5,-195.0,+170
Bear Pascoe,NYG,2.0,1.0,6.0,1.0,TE,4.0,2012.0,a,PHI,7.1,4500.0,,,False,2.0,46.5,-130.0,+110
Kellen Davis,CHI,4.0,3.0,62.0,0.0,TE,4.0,2012.0,a,DAL,7.7,4500.0,,,False,3.0,41.0,-165.0,+145
Antonio Gates,SD,3.0,3.0,59.0,0.0,TE,4.0,2012.0,a,KAN,7.4,6100.0,,,False,-2.5,43.5,-135.0,+115
Brent Celek,PHI,5.0,4.0,57.0,0.0,TE,4.0,2012.0,h,NYG,7.7,5400.0,,,False,-2.0,46.5,-130.0,+110
Jermichael Finley,GB,5.0,4.0,54.0,0.0,TE,4.0,2012.0,h,NOR,7.4,5800.0,,,False,-7.5,54.0,-350.0,+290
Ben Watson,CLE,6.0,5.0,52.0,0.0,TE,4.0,2012.0,a,BAL,7.7,4500.0,,,False,11.5,43.5,-675.0,+475
Tony Gonzalez,ATL,5.0,5.0,51.0,0.0,TE,4.0,2012.0,h,CAR,7.6,6000.0,,,False,-7.0,48.0,-325.0,+265
Jermaine Gresham,CIN,5.0,5.0,47.0,0.0,TE,4.0,2012.0,a,JAC,7.2,5400.0,,,False,1.5,45.5,-125.0,+105
Dennis Pitta,BAL,2.0,0.0,0.0,0.0,TE,4.0,2012.0,h,CLE,0.0,5000.0,,,False,-11.5,43.5,-675.0,+475
Coby Fleener,IND,4.0,2.0,16.0,0.0,TE,2.0,2012.0,h,MIN,2.6,5200.0,,,False,3.0,45.5,-145.0,+125
John Carlson,MIN,1.0,1.0,-1.0,0.0,TE,4.0,2012.0,a,DET,0.4,4500.0,,,False,3.5,48.5,-195.0,+170
Dennis Pitta,BAL,4.0,3.0,22.0,0.0,TE,5.0,2012.0,a,KAN,3.7,5000.0,,,False,-6.0,46.5,-270.0,+230
Dante Rosario,SD,1.0,1.0,16.0,0.0,TE,5.0,2012.0,a,NOR,2.1,5000.0,,,False,3.5,53.5,-185.0,+165
Craig Stevens,TEN,4.0,2.0,14.0,0.0,TE,5.0,2012.0,a,MIN,2.4,4700.0,,,False,6.0,44.0,-260.0,+220
Ed Dickson,BAL,1.0,1.0,11.0,0.0,TE,5.0,2012.0,a,KAN,1.6,4500.0,,,False,-6.0,46.5,-270.0,+230
Jermichael Finley,GB,5.0,3.0,11.0,0.0,TE,5.0,2012.0,a,IND,2.6,5700.0,,,False,-6.5,49.0,-290.0,+245
Clay Harbor,PHI,1.0,1.0,8.0,0.0,TE,5.0,2012.0,a,PIT,1.3,4500.0,,,False,4.0,44.0,-205.0,+175
David Paulson,PIT,1.0,1.0,8.0,0.0,TE,5.0,2012.0,h,PHI,1.3,4500.0,,,False,-4.0,44.0,-205.0,+175
Bear Pascoe,NYG,1.0,1.0,7.0,0.0,TE,5.0,2012.0,h,CLE,1.2,4500.0,,,False,-8.0,43.5,-400.0,+330
Taylor Thompson,TEN,2.0,1.0,7.0,0.0,TE,5.0,2012.0,a,MIN,1.2,4500.0,,,False,6.0,44.0,-260.0,+220
Tom Crabtree,GB,1.0,1.0,6.0,0.0,TE,5.0,2012.0,a,IND,1.1,4700.0,,,False,-6.5,49.0,-290.0,+245
Jimmy Graham,NO,2.0,1.0,4.0,0.0,TE,5.0,2012.0,h,SDG,0.9,7100.0,,,False,-3.5,53.5,-185.0,+165
John Carlson,MIN,1.0,1.0,2.0,0.0,TE,5.0,2012.0,h,TEN,0.7,4500.0,,,False,-6.0,44.0,-260.0,+220
Ben Watson,CLE,3.0,1.0,1.0,0.0,TE,5.0,2012.0,a,NYG,0.6,4700.0,,,False,8.0,43.5,-400.0,+330
Kyle Adams,CHI,1.0,0.0,0.0,0.0,TE,5.0,2012.0,a,JAC,0.0,4500.0,,,False,-6.5,39.0,-270.0,+230
Daniel Fells,NE,2.0,0.0,0.0,0.0,TE,5.0,2012.0,h,DEN,0.0,4500.0,,,False,-6.0,51.0,-265.0,+225
Ben Hartsock,CAR,1.0,0.0,0.0,0.0,TE,5.0,2012.0,h,SEA,0.0,4500.0,,,False,-2.0,42.5,-125.0,+105
Anthony McCoy,SEA,2.0,0.0,0.0,0.0,TE,5.0,2012.0,a,CAR,0.0,4700.0,,,False,2.0,42.5,-125.0,+105
Tony Moeaki,KC,1.0,0.0,0.0,0.0,TE,5.0,2012.0,h,BAL,0.0,4500.0,,,False,6.0,46.5,-270.0,+230
Logan Paulsen,WAS,1.0,0.0,0.0,0.0,TE,5.0,2012.0,h,ATL,0.0,4500.0,,,False,3.0,51.0,-160.0,+140
Zach Potter,JAC,1.0,0.0,0.0,0.0,TE,5.0,2012.0,h,CHI,0.0,4500.0,,,False,6.5,39.0,-270.0,+230
Antonio Gates,SD,10.0,6.0,81.0,2.0,TE,6.0,2012.0,h,DEN,23.1,5900.0,,,False,0.0,48.0,-110.0, -110
Jermaine Gresham,CIN,7.0,3.0,68.0,1.0,TE,6.0,2012.0,a,CLE,14.3,5400.0,,,False,-1.5,42.0,-130.0,+110
Tom Crabtree,GB,3.0,2.0,62.0,1.0,TE,6.0,2012.0,a,HOU,13.2,4700.0,,,False,4.0,47.0,-195.0,+170
Tony Gonzalez,ATL,14.0,13.0,123.0,1.0,TE,5.0,2012.0,a,WAS,24.8,5900.0,,,False,-3.0,51.0,-160.0,+140
Antonio Gates,SD,7.0,3.0,19.0,0.0,TE,5.0,2012.0,a,NOR,3.4,6100.0,,,False,3.5,53.5,-185.0,+165
Jeff King,ARI,1.0,1.0,4.0,0.0,TE,5.0,2012.0,a,STL,0.9,4500.0,,,False,-1.5,38.0,-125.0,+105
Marcedes Lewis,JAC,7.0,5.0,24.0,0.0,TE,5.0,2012.0,h,CHI,4.9,4800.0,,,False,6.5,39.0,-270.0,+230
Fred Davis,WAS,6.0,5.0,54.0,0.0,TE,5.0,2012.0,h,ATL,7.9,5400.0,,,False,3.0,51.0,-160.0,+140
Jeff Cumberland,NYJ,4.0,2.0,51.0,1.0,TE,5.0,2012.0,h,HOU,12.1,4500.0,,,False,9.5,40.5,-475.0,+375
Kellen Davis,CHI,4.0,2.0,26.0,0.0,TE,5.0,2012.0,a,JAC,3.6,4500.0,,,False,-6.5,39.0,-270.0,+230
Owen Daniels,HOU,5.0,4.0,79.0,1.0,TE,5.0,2012.0,a,NYJ,15.9,5900.0,,,False,-9.5,40.5,-475.0,+375
Vernon Davis,SF,7.0,5.0,106.0,0.0,TE,5.0,2012.0,h,BUF,13.1,6600.0,,,False,-10.0,45.5,-500.0,+400
Dwayne Allen,IND,5.0,4.0,38.0,1.0,TE,5.0,2012.0,h,GNB,11.8,4500.0,,,False,6.5,49.0,-290.0,+245
Jared Cook,TEN,8.0,5.0,37.0,1.0,TE,5.0,2012.0,a,MIN,12.2,5400.0,,,False,6.0,44.0,-260.0,+220
Kyle Rudolph,MIN,7.0,4.0,23.0,1.0,TE,5.0,2012.0,h,TEN,10.3,5500.0,,,False,-6.0,44.0,-260.0,+220
Brent Celek,PHI,5.0,3.0,9.0,1.0,TE,5.0,2012.0,a,PIT,8.4,5400.0,,,False,4.0,44.0,-205.0,+175
Lance Kendricks,STL,2.0,1.0,7.0,1.0,TE,5.0,2012.0,h,ARI,7.2,4500.0,,,False,1.5,38.0,-125.0,+105
Jermaine Gresham,CIN,6.0,5.0,60.0,0.0,TE,5.0,2012.0,h,MIA,8.5,5400.0,,,False,-3.0,45.0,-165.0,+145
Zach Miller,SEA,3.0,3.0,59.0,0.0,TE,5.0,2012.0,a,CAR,7.4,4500.0,,,False,2.0,42.5,-125.0,+105
Joel Dreessen,DEN,4.0,4.0,21.0,1.0,TE,5.0,2012.0,a,NWE,10.1,4800.0,,,False,6.0,51.0,-265.0,+225
Jacob Tamme,DEN,11.0,6.0,50.0,0.0,TE,5.0,2012.0,a,NWE,8.0,5200.0,,,False,6.0,51.0,-265.0,+225
Greg Olsen,CAR,3.0,2.0,37.0,0.0,TE,5.0,2012.0,h,SEA,4.7,5700.0,,,False,-2.0,42.5,-125.0,+105
Jordan Cameron,CLE,2.0,2.0,26.0,0.0,TE,5.0,2012.0,a,NYG,3.6,4500.0,,,False,8.0,43.5,-400.0,+330
Martellus Bennett,NYG,4.0,3.0,30.0,0.0,TE,5.0,2012.0,h,CLE,4.5,5900.0,,,False,-8.0,43.5,-400.0,+330
Rob Gronkowski,NE,5.0,4.0,35.0,0.0,TE,5.0,2012.0,h,DEN,5.5,7600.0,,,False,-6.0,51.0,-265.0,+225
Charles Clay,MIA,5.0,3.0,35.0,0.0,TE,5.0,2012.0,a,CIN,5.0,4500.0,,,False,3.0,45.0,-165.0,+145
Anthony Fasano,MIA,4.0,3.0,28.0,0.0,TE,5.0,2012.0,a,CIN,4.3,4500.0,,,False,3.0,45.0,-165.0,+145
Scott Chandler,BUF,6.0,4.0,40.0,0.0,TE,5.0,2012.0,a,SFO,4.0,5400.0,,,False,10.0,45.5,-500.0,+400
Heath Miller,PIT,5.0,4.0,41.0,0.0,TE,5.0,2012.0,h,PHI,6.1,5700.0,,,False,-4.0,44.0,-205.0,+175
Coby Fleener,IND,9.0,5.0,41.0,0.0,TE,5.0,2012.0,h,GNB,6.6,4700.0,,,False,6.5,49.0,-290.0,+245
Brian Jennings,SF,,,,,TE,6.0,2011.0,a,DET,0.0,4500.0,,,False,5.0,45.0,-235.0,+195
Joe Zelenka,ATL,,,,,TE,4.0,2011.0,a,SEA,0.0,4500.0,,,False,-6.0,39.5,-265.0,+225
Clark Harris,CIN,,,,,TE,4.0,2011.0,h,BUF,0.0,4500.0,,,False,3.0,43.0,-155.0,+135
Rob Housler,ARI,,,,,TE,4.0,2011.0,h,NYG,2.1,4500.0,,,False,1.5,45.5,-120.0,+100
Brian Jennings,SF,,,,,TE,5.0,2011.0,h,TAM,0.0,4500.0,,,False,-3.0,41.0,-150.0,+130
Justin Snow,IND,,,,,TE,5.0,2011.0,h,KAN,0.0,4500.0,,,False,-1.5,38.0,-125.0,+105
Mike Leach,ARI,,,,,TE,5.0,2011.0,a,MIN,0.0,4500.0,,,False,3.5,45.0,-195.0,+170
Clark Harris,CIN,,,,,TE,5.0,2011.0,a,JAC,0.0,4500.0,,,False,-2.5,36.5,-145.0,+125
Joe Zelenka,ATL,,,,,TE,5.0,2011.0,h,GNB,0.0,4500.0,,,False,6.0,54.0,-270.0,+230
DJ Williams,GB,,,,,TE,5.0,2011.0,a,ATL,1.2,4500.0,,,False,-6.0,54.0,-270.0,+230
Rob Housler,ARI,,,,,TE,5.0,2011.0,a,MIN,4.0,4500.0,,,False,3.5,45.0,-195.0,+170
DJ Williams,GB,,,,,TE,6.0,2011.0,h,STL,0.0,4500.0,,,False,-14.0,47.0,-1050.0,+725
Brian Jennings,SF,,,,,TE,8.0,2011.0,h,CLE,0.0,4500.0,,,False,-9.0,38.5,-450.0,+350
Justin Snow,IND,,,,,TE,6.0,2011.0,a,CIN,0.0,4500.0,,,False,5.0,40.5,-240.0,+200
Dan Gronkowski,CLE,,,,,TE,6.0,2011.0,a,OAK,0.0,4500.0,,,False,7.0,45.0,-310.0,+260
Clark Harris,CIN,,,,,TE,6.0,2011.0,h,IND,0.0,4500.0,,,False,-5.0,40.5,-240.0,+200
Joe Zelenka,ATL,,,,,TE,6.0,2011.0,h,CAR,0.0,4500.0,,,False,-3.5,49.5,-180.0,+160
DJ Williams,GB,,,,,TE,7.0,2011.0,a,MIN,0.0,4500.0,,,False,-10.5,47.0,-650.0,+475
Justin Snow,IND,,,,,TE,7.0,2011.0,a,NOR,0.0,4500.0,,,False,13.5,49.0,-1050.0,+700
Mike Leach,ARI,,,,,TE,7.0,2011.0,h,PIT,0.0,4500.0,,,False,4.0,46.0,-220.0,+185
Joe Zelenka,ATL,,,,,TE,7.0,2011.0,a,DET,0.0,4500.0,,,False,4.5,46.5,-230.0,+195
Rob Housler,ARI,,,,,TE,7.0,2011.0,h,PIT,3.8,4700.0,,,False,4.0,46.0,-220.0,+185
Justin Snow,IND,,,,,TE,8.0,2011.0,a,TEN,0.0,4500.0,,,False,7.5,43.5,-380.0,+320
Dan Gronkowski,CLE,,,,,TE,8.0,2011.0,a,SFO,0.0,4500.0,,,False,9.0,38.5,-450.0,+350
Justin Snow,IND,,,,,TE,4.0,2011.0,a,TAM,0.0,4500.0,,,False,10.0,40.5,-550.0,+425
Mike Leach,ARI,,,,,TE,4.0,2011.0,h,NYG,0.0,4500.0,,,False,1.5,45.5,-120.0,+100
Dante Rosario,DEN,,,,,TE,1.0,2011.0,h,OAK,0.0,4500.0,,,False,-3.0,42.5,-175.0,+155
Brian Jennings,SF,,,,,TE,4.0,2011.0,a,PHI,0.0,4500.0,,,False,10.0,43.5,-500.0,+400
DJ Williams,GB,,,,,TE,4.0,2011.0,h,DEN,0.0,4500.0,,,False,-12.0,46.5,-725.0,+525
DJ Williams,GB,,,,,TE,1.0,2011.0,h,NOR,0.0,4500.0,,,False,-5.0,47.5,-245.0,+205
Brian Jennings,SF,,,,,TE,1.0,2011.0,h,SEA,0.0,4500.0,,,False,-6.0,38.0,-250.0,+210
Rob Housler,ARI,,,,,TE,1.0,2011.0,h,CAR,0.0,4500.0,,,False,-6.5,37.5,-320.0,+260
Clark Harris,CIN,,,,,TE,8.0,2011.0,a,SEA,0.0,4500.0,,,False,-1.5,37.5,-125.0,+105
Justin Snow,IND,,,,,TE,1.0,2011.0,a,HOU,0.0,4500.0,,,False,8.5,44.0,-440.0,+330
Dan Gronkowski,CLE,,,,,TE,1.0,2011.0,h,CIN,0.0,4500.0,,,False,-7.0,36.5,-320.0,+260
Mike Leach,ARI,,,,,TE,1.0,2011.0,h,CAR,0.0,4500.0,,,False,-6.5,37.5,-320.0,+260
Clark Harris,CIN,,,,,TE,1.0,2011.0,a,CLE,0.0,4500.0,,,False,7.0,36.5,-320.0,+260
Joe Zelenka,ATL,,,,,TE,1.0,2011.0,a,CHI,0.0,4500.0,,,False,-2.0,40.5,-125.0,+105
DJ Williams,GB,,,,,TE,2.0,2011.0,a,CAR,0.0,4500.0,,,False,-10.5,45.0,-650.0,+450
Brian Jennings,SF,,,,,TE,2.0,2011.0,h,DAL,0.0,4500.0,,,False,3.0,41.0,-170.0,+150
Rob Housler,ARI,,,,,TE,2.0,2011.0,a,WAS,0.0,4500.0,,,False,4.5,45.0,-235.0,+195
Justin Snow,IND,,,,,TE,2.0,2011.0,h,CLE,0.0,4500.0,,,False,1.5,39.0,-125.0,+105
Dan Gronkowski,CLE,,,,,TE,2.0,2011.0,a,IND,0.0,4500.0,,,False,-1.5,39.0,-125.0,+105
Mike Leach,ARI,,,,,TE,2.0,2011.0,a,WAS,0.0,4500.0,,,False,4.5,45.0,-235.0,+195
Clark Harris,CIN,,,,,TE,2.0,2011.0,a,DEN,0.0,4500.0,,,False,3.0,40.5,-175.0,+155
Joe Zelenka,ATL,,,,,TE,2.0,2011.0,h,PHI,0.0,4500.0,,,False,2.5,49.5,-140.0,+120
DJ Williams,GB,,,,,TE,3.0,2011.0,a,CHI,0.0,4500.0,,,False,-4.5,45.5,-220.0,+185
Brian Jennings,SF,,,,,TE,3.0,2011.0,a,CIN,0.0,4500.0,,,False,1.0,38.5,-120.0,+100
Rob Housler,ARI,,,,,TE,3.0,2011.0,a,SEA,0.0,4500.0,,,False,-3.0,43.0,-160.0,+140
Justin Snow,IND,,,,,TE,3.0,2011.0,h,PIT,0.0,4500.0,,,False,11.0,40.0,-650.0,+475
Mike Leach,ARI,,,,,TE,3.0,2011.0,a,SEA,0.0,4500.0,,,False,-3.0,43.0,-160.0,+140
Clark Harris,CIN,,,,,TE,3.0,2011.0,h,SFO,0.0,4500.0,,,False,-1.0,38.5,-120.0,+100
Joe Zelenka,ATL,,,,,TE,3.0,2011.0,a,TAM,0.0,4500.0,,,False,1.0,45.0,-120.0,+100
Collin Franklin,TB,,,,,TE,4.0,2011.0,h,IND,0.0,4500.0,,,False,-10.0,40.5,-550.0,+425
Mike Leach,ARI,,,,,TE,8.0,2011.0,a,BAL,0.0,4500.0,,,False,11.5,43.0,-800.0,+600
Mike Leach,ARI,,,,,TE,13.0,2011.0,h,DAL,0.0,4500.0,,,False,4.5,47.0,-210.0,+175
Rob Housler,ARI,,,,,TE,8.0,2011.0,a,BAL,0.8,4600.0,,,False,11.5,43.0,-800.0,+600
DJ Williams,GB,,,,,TE,16.0,2011.0,h,CHI,0.0,4500.0,,,False,-13.5,41.0,-875.0,+600
Justin Snow,IND,,,,,TE,14.0,2011.0,a,BAL,0.0,4500.0,,,False,16.0,41.5,-1500.0,+1000
Mike Leach,ARI,,,,,TE,14.0,2011.0,h,SFO,0.0,4500.0,,,False,3.5,39.5,-180.0,+160
Clark Harris,CIN,,,,,TE,14.0,2011.0,h,HOU,0.0,4500.0,,,False,-2.5,37.5,-140.0,+120
Joe Zelenka,ATL,,,,,TE,14.0,2011.0,a,CAR,0.0,4500.0,,,False,-3.0,47.5,-145.0,+125
DJ Williams,GB,,,,,TE,15.0,2011.0,a,KAN,0.0,4500.0,,,False,-11.5,46.0,-725.0,+525
Brian Jennings,SF,,,,,TE,15.0,2011.0,h,PIT,0.0,4500.0,,,False,-3.0,37.0,-165.0,+145
Rob Housler,ARI,,,,,TE,15.0,2011.0,h,CLE,0.0,4500.0,,,False,-6.0,37.0,-270.0,+230
Justin Snow,IND,,,,,TE,15.0,2011.0,h,TEN,0.0,4500.0,,,False,6.5,41.5,-300.0,+250
Mike Leach,ARI,,,,,TE,15.0,2011.0,h,CLE,0.0,4500.0,,,False,-6.0,37.0,-270.0,+230
Clark Harris,CIN,,,,,TE,15.0,2011.0,a,STL,0.0,4500.0,,,False,-7.0,39.0,-330.0,+270
Joe Zelenka,ATL,,,,,TE,15.0,2011.0,h,JAC,0.0,4500.0,,,False,-13.5,41.5,-975.0,+675
Brian Jennings,SF,,,,,TE,16.0,2011.0,a,SEA,0.0,4500.0,,,False,-2.5,37.0,-140.0,+120
Brian Jennings,SF,,,,,TE,14.0,2011.0,a,ARI,0.0,4500.0,,,False,-3.5,39.5,-180.0,+160
Justin Snow,IND,,,,,TE,16.0,2011.0,h,HOU,0.0,4500.0,,,False,7.0,40.5,-315.0,+265
Mike Leach,ARI,,,,,TE,16.0,2011.0,a,CIN,0.0,4500.0,,,False,4.0,41.0,-215.0,+185
Clark Harris,CIN,,,,,TE,16.0,2011.0,h,ARI,0.0,4500.0,,,False,-4.0,41.0,-215.0,+185
Joe Zelenka,ATL,,,,,TE,16.0,2011.0,a,NOR,0.0,4500.0,,,False,7.0,53.0,-340.0,+280
Rob Housler,ARI,,,,,TE,16.0,2011.0,a,CIN,1.6,4500.0,,,False,4.0,41.0,-215.0,+185
Brian Jennings,SF,,,,,TE,17.0,2011.0,a,STL,0.0,4500.0,,,False,-12.5,34.5,-775.0,+550
Justin Snow,IND,,,,,TE,17.0,2011.0,a,JAC,0.0,4500.0,,,False,3.0,36.5,-165.0,+145
Clark Harris,CIN,,,,,TE,17.0,2011.0,h,BAL,0.0,4500.0,,,False,3.0,37.5,-145.0,+125
Joe Zelenka,ATL,,,,,TE,17.0,2011.0,h,TAM,0.0,4500.0,,,False,-10.0,45.5,-450.0,+350
DJ Williams,GB,,,,,TE,17.0,2011.0,h,DET,1.1,4500.0,,,False,6.5,41.5,-280.0,+240
Rob Housler,ARI,,,,,TE,17.0,2011.0,h,SEA,1.7,4500.0,,,False,-2.5,40.5,-140.0,+120
Rob Housler,ARI,,,,,TE,14.0,2011.0,h,SFO,0.0,4500.0,,,False,3.5,39.5,-180.0,+160
DJ Williams,GB,,,,,TE,14.0,2011.0,h,OAK,0.0,4500.0,,,False,-12.0,50.0,-750.0,+550
DJ Williams,GB,,,,,TE,9.0,2011.0,a,SDG,0.0,4500.0,,,False,-5.5,50.5,-250.0,+210
Brian Jennings,SF,,,,,TE,11.0,2011.0,h,ARI,0.0,4500.0,,,False,-10.0,40.5,-600.0,+450
Brian Jennings,SF,,,,,TE,9.0,2011.0,a,WAS,0.0,4500.0,,,False,-5.0,38.0,-240.0,+200
Justin Snow,IND,,,,,TE,9.0,2011.0,h,ATL,0.0,4500.0,,,False,6.5,44.5,-310.0,+260
Mike Leach,ARI,,,,,TE,9.0,2011.0,h,STL,0.0,4500.0,,,False,-1.0,42.0,-120.0,+100
Clark Harris,CIN,,,,,TE,9.0,2011.0,a,TEN,0.0,4500.0,,,False,2.5,41.5,-145.0,+125
Joe Zelenka,ATL,,,,,TE,9.0,2011.0,a,IND,0.0,4500.0,,,False,-6.5,44.5,-310.0,+260
DJ Williams,GB,,,,,TE,10.0,2011.0,h,MIN,0.0,4500.0,,,False,-13.0,50.0,-800.0,+600
Brian Jennings,SF,,,,,TE,10.0,2011.0,h,NYG,0.0,4500.0,,,False,-4.0,43.0,-230.0,+190
Justin Snow,IND,,,,,TE,10.0,2011.0,h,JAC,0.0,4500.0,,,False,3.0,37.5,-150.0,+130
Mike Leach,ARI,,,,,TE,10.0,2011.0,a,PHI,0.0,4500.0,,,False,13.0,47.0,-750.0,+550
Clark Harris,CIN,,,,,TE,10.0,2011.0,h,PIT,0.0,4500.0,,,False,3.5,40.0,-205.0,+175
Joe Zelenka,ATL,,,,,TE,10.0,2011.0,h,NOR,0.0,4500.0,,,False,-1.0,50.0,-120.0,+100
Mike Leach,ARI,,,,,TE,11.0,2011.0,a,SFO,0.0,4500.0,,,False,10.0,40.5,-600.0,+450
Rob Housler,ARI,,,,,TE,13.0,2011.0,h,DAL,3.3,4500.0,,,False,4.5,47.0,-210.0,+175
Clark Harris,CIN,,,,,TE,11.0,2011.0,a,BAL,0.0,4500.0,,,False,7.0,40.5,-310.0,+260
Joe Zelenka,ATL,,,,,TE,11.0,2011.0,h,TEN,0.0,4500.0,,,False,-6.0,44.0,-265.0,+225
Brian Jennings,SF,,,,,TE,12.0,2011.0,a,BAL,0.0,4500.0,,,False,3.5,40.5,-175.0,+155
Justin Snow,IND,,,,,TE,12.0,2011.0,h,CAR,0.0,4500.0,,,False,3.5,46.5,-200.0,+170
Mike Leach,ARI,,,,,TE,12.0,2011.0,a,STL,0.0,4500.0,,,False,2.5,40.0,-135.0,+115
Clark Harris,CIN,,,,,TE,12.0,2011.0,h,CLE,0.0,4500.0,,,False,-6.5,38.5,-300.0,+250
Joe Zelenka,ATL,,,,,TE,12.0,2011.0,h,MIN,0.0,4500.0,,,False,-10.0,44.0,-500.0,+400
Brian Jennings,SF,,,,,TE,13.0,2011.0,h,STL,0.0,4500.0,,,False,-14.0,38.5,-800.0,+600
Justin Snow,IND,,,,,TE,13.0,2011.0,a,NWE,0.0,4500.0,,,False,20.5,48.5,-2700.0,+1600
Clark Harris,CIN,,,,,TE,13.0,2011.0,a,PIT,0.0,4500.0,,,False,7.0,42.5,-310.0,+260
Joe Zelenka,ATL,,,,,TE,13.0,2011.0,a,HOU,0.0,4500.0,,,False,-2.0,38.0,-130.0,+110
Mike Leach,ARI,,,,,TE,17.0,2011.0,h,SEA,0.0,4500.0,,,False,-2.5,40.5,-140.0,+120
Scott Chandler,BUF,5.0,5.0,63.0,2.0,TE,1.0,2011.0,a,KAN,20.8,4500.0,,,False,4.0,39.5,-210.0,+180
Aaron Hernandez,NE,10.0,7.0,103.0,1.0,TE,1.0,2011.0,a,MIA,19.8,5700.0,,,False,-7.0,46.5,-360.0,+300
Donald Lee,CIN,1.0,1.0,2.0,0.0,TE,6.0,2011.0,h,IND,0.7,4500.0,,,False,-5.0,40.5,-240.0,+200
Kyle Adams,CHI,0.0,0.0,0.0,0.0,TE,6.0,2011.0,h,MIN,0.0,4500.0,,,False,-2.0,41.5,-130.0,+110
Billy Bajema,STL,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,GNB,0.0,4500.0,,,False,14.0,47.0,-1050.0,+725
Travis Beckum,NYG,1.0,0.0,0.0,0.0,TE,6.0,2011.0,h,BUF,0.0,4500.0,,,False,-3.5,49.0,-185.0,+165
Tom Crabtree,GB,0.0,0.0,0.0,0.0,TE,6.0,2011.0,h,STL,0.0,4500.0,,,False,-14.0,47.0,-1050.0,+725
Joel Dreessen,HOU,2.0,0.0,0.0,0.0,TE,6.0,2011.0,a,BAL,0.0,5100.0,,,False,7.0,44.0,-320.0,+260
Brody Eldridge,IND,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,CIN,0.0,4500.0,,,False,5.0,40.5,-240.0,+200
John Gilmore,NO,1.0,0.0,0.0,0.0,TE,6.0,2011.0,a,TAM,0.0,4500.0,,,False,-6.5,50.0,-290.0,+240
Garrett Graham,HOU,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,BAL,0.0,4500.0,,,False,7.0,44.0,-320.0,+260
Clay Harbor,PHI,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,WAS,0.0,4700.0,,,False,-3.0,46.5,-150.0,+130
Ben Hartsock,CAR,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,ATL,0.0,4500.0,,,False,3.5,49.5,-180.0,+160
Michael Hoomanawanui,STL,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,GNB,0.0,4500.0,,,False,14.0,47.0,-1050.0,+725
David Johnson,PIT,0.0,0.0,0.0,0.0,TE,6.0,2011.0,h,JAC,0.0,4800.0,,,False,-12.5,40.0,-700.0,+500
Jeron Mastrud,MIA,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,NYJ,0.0,4500.0,,,False,7.0,41.5,-370.0,+310
Zach Miller,JAC,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,PIT,0.0,4800.0,,,False,12.5,40.0,-700.0,+500
Matthew Mulligan,NYJ,0.0,0.0,0.0,0.0,TE,6.0,2011.0,h,MIA,0.0,4500.0,,,False,-7.0,41.5,-370.0,+310
Logan Paulsen,WAS,0.0,0.0,0.0,0.0,TE,6.0,2011.0,h,PHI,0.0,4500.0,,,False,3.0,46.5,-150.0,+130
Justin Peelle,SF,1.0,0.0,0.0,0.0,TE,6.0,2011.0,a,DET,0.0,4500.0,,,False,5.0,45.0,-235.0,+195
Jacob Tamme,IND,1.0,1.0,1.0,0.0,TE,6.0,2011.0,a,CIN,0.6,4500.0,,,False,5.0,40.5,-240.0,+200
David Ausberry,OAK,1.0,1.0,4.0,0.0,TE,6.0,2011.0,h,CLE,0.7,4500.0,,,False,-7.0,45.0,-310.0,+260
Lee Smith,BUF,0.0,0.0,0.0,0.0,TE,6.0,2011.0,a,NYG,0.0,4500.0,,,False,3.5,49.0,-185.0,+165
Brandon Myers,OAK,1.0,1.0,3.0,0.0,TE,6.0,2011.0,h,CLE,0.8,4500.0,,,False,-7.0,45.0,-310.0,+260
Jermaine Gresham,CIN,6.0,4.0,23.0,0.0,TE,6.0,2011.0,h,IND,4.3,5700.0,,,False,-5.0,40.5,-240.0,+200
Ed Dickson,BAL,3.0,2.0,20.0,0.0,TE,6.0,2011.0,h,HOU,3.0,5100.0,,,False,-7.0,44.0,-320.0,+260
Jermichael Finley,GB,4.0,1.0,20.0,0.0,TE,6.0,2011.0,h,STL,2.5,7300.0,,,False,-14.0,47.0,-1050.0,+725
Kyle Rudolph,MIN,3.0,2.0,20.0,0.0,TE,6.0,2011.0,a,CHI,3.0,4800.0,,,False,2.0,41.5,-130.0,+110
Bear Pascoe,NYG,2.0,2.0,17.0,0.0,TE,6.0,2011.0,h,BUF,2.7,4500.0,,,False,-3.5,49.0,-185.0,+165
Evan Moore,CLE,4.0,3.0,16.0,0.0,TE,6.0,2011.0,a,OAK,2.2,4800.0,,,False,7.0,45.0,-310.0,+260
