Player,team,Target,Rec,Yard,TD,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos
Phillip Supernaw,TEN,,,,,TE,2.0,2015.0,a,CLE,,,0.0,2500.0,False,-1.0,41.0,-115.0, -105
Nic Jacobs,JAC,,,,,TE,2.0,2015.0,h,MIA,,,0.0,2500.0,False,6.0,42.0,-260.0,+220
Demetrius Harris,KC,,,,,TE,2.0,2015.0,h,DEN,,,0.0,2500.0,False,-3.0,42.0,-165.0,+145
Ryan Hewitt,CIN,,,,,TE,2.0,2015.0,h,SDG,,,0.0,2500.0,False,-3.5,48.0,-180.0,+160
Marcedes Lewis,JAC,,,,,TE,1.0,2015.0,h,CAR,0.0,4900.0,0.0,2500.0,True,3.0,41.0,-150.0,+130
CJ Fiedorowicz,HOU,,,,,TE,1.0,2015.0,h,KAN,2.0,4700.0,2.5,2500.0,True,1.0,40.5,-115.0, -105
Cooper Helfet,SEA,,,,,TE,1.0,2015.0,a,STL,0.0,4500.0,0.0,2500.0,True,-3.5,41.0,-185.0,+165
Trey Burton,PHI,,,,,TE,1.0,2015.0,a,ATL,0.0,4500.0,0.0,2500.0,True,-3.0,56.0,-185.0,+165
James Casey,DEN,,,,,TE,1.0,2015.0,h,BAL,0.0,4500.0,0.0,2500.0,True,-4.5,46.5,-230.0,+190
Dion Sims,MIA,,,,,TE,1.0,2015.0,a,WAS,0.0,4800.0,0.0,2500.0,True,-4.0,45.5,-210.0,+180
Jack Doyle,IND,,,,,TE,1.0,2015.0,a,BUF,0.0,4700.0,0.0,2500.0,True,-1.0,44.5,-120.0,+100
Matthew Mulligan,BUF,,,,,TE,1.0,2015.0,h,IND,0.0,4500.0,0.0,2500.0,True,1.0,44.5,-120.0,+100
Kellen Davis,NYJ,,,,,TE,1.0,2015.0,h,CLE,0.0,4500.0,0.0,2500.0,True,-3.5,38.5,-190.0,+170
Troy Niklas,ARI,,,,,TE,1.0,2015.0,h,NOR,0.0,5000.0,0.0,2500.0,True,-2.5,48.5,-135.0,+115
Matt Spaeth,PIT,,,,,TE,1.0,2015.0,a,NWE,0.0,4500.0,0.0,2500.0,True,7.0,51.0,-350.0,+290
Kellen Davis,NYJ,,,,,TE,3.0,2015.0,h,PHI,0.0,4500.0,0.0,2500.0,True,-3.0,47.0,-170.0,+150
Luke Willson,SEA,,,,,TE,1.0,2015.0,a,STL,0.0,4700.0,0.0,2500.0,True,-3.5,41.0,-185.0,+165
Kyle Miller,SD,,,,,TE,3.0,2015.0,a,MIN,0.0,4500.0,,,False,2.0,45.5,-135.0,+115
CJ Fiedorowicz,HOU,,,,,TE,5.0,2015.0,h,IND,0.9,4700.0,1.4,2500.0,True,-5.0,41.0,-240.0,+200
John Phillips,SD,,,,,TE,6.0,2015.0,a,GNB,0.0,4500.0,0.0,2500.0,True,10.5,50.5,-600.0,+450
Virgil Green,DEN,,,,,TE,6.0,2015.0,a,CLE,0.0,4600.0,0.0,2500.0,True,-3.5,42.0,-170.0,+150
MyCole Pruitt,MIN,,,,,TE,6.0,2015.0,h,KAN,0.0,4500.0,0.0,2500.0,True,-3.5,43.0,-180.0,+160
Tyler Kroft,CIN,,,,,TE,6.0,2015.0,a,BUF,0.0,4500.0,0.0,2500.0,True,-3.0,42.0,-160.0,+140
Blake Bell,SF,,,,,TE,6.0,2015.0,h,BAL,0.0,4500.0,0.0,2500.0,True,2.5,43.5,-145.0,+125
Brent Celek,PHI,,,,,TE,6.0,2015.0,h,NYG,0.0,4700.0,0.0,2500.0,True,-3.5,50.5,-195.0,+170
Rob Housler,CLE,,,,,TE,6.0,2015.0,h,DEN,0.0,4500.0,0.0,2500.0,True,3.5,42.0,-170.0,+150
Nick Boyle,BAL,,,,,TE,6.0,2015.0,a,SFO,0.0,4500.0,0.0,2500.0,True,-2.5,43.5,-145.0,+125
Jake Stoneburner,MIA,,,,,TE,6.0,2015.0,a,TEN,0.0,4600.0,0.0,2500.0,True,2.5,43.5,-140.0,+120
Garrett Graham,HOU,,,,,TE,6.0,2015.0,a,JAC,0.0,4600.0,0.0,2500.0,True,3.0,43.0,-150.0,+130
Jim Dray,CLE,,,,,TE,6.0,2015.0,h,DEN,0.0,4500.0,0.0,2500.0,True,3.5,42.0,-170.0,+150
Craig Stevens,TEN,,,,,TE,6.0,2015.0,h,MIA,0.0,4500.0,0.0,2500.0,True,-2.5,43.5,-140.0,+120
David Johnson,SD,,,,,TE,6.0,2015.0,a,GNB,0.0,4500.0,0.0,2500.0,True,10.5,50.5,-600.0,+450
Clay Harbor,JAC,,,,,TE,6.0,2015.0,h,HOU,0.0,4700.0,0.0,2500.0,True,-3.0,43.0,-150.0,+130
Clark Harris,CIN,,,,,TE,6.0,2015.0,a,BUF,,,0.0,2500.0,False,-3.0,42.0,-160.0,+140
Khari Lee,CHI,,,,,TE,6.0,2015.0,a,DET,,,0.0,2500.0,False,3.5,45.5,-195.0,+170
Matthew Mulligan,BUF,,,,,TE,6.0,2015.0,h,CIN,,,0.0,2500.0,False,3.0,42.0,-160.0,+140
Michael Williams,NE,,,,,TE,6.0,2015.0,a,IND,,,0.0,2500.0,False,-9.0,54.0,-390.0,+320
Zach Miller,CHI,,,,,TE,6.0,2015.0,a,DET,,,0.0,2500.0,False,3.5,45.5,-195.0,+170
Phillip Supernaw,TEN,,,,,TE,6.0,2015.0,h,MIA,,,0.0,2500.0,False,-2.5,43.5,-140.0,+120
Nic Jacobs,JAC,,,,,TE,6.0,2015.0,h,HOU,,,0.0,2500.0,False,-3.0,43.0,-150.0,+130
Tony Moeaki,ATL,,,,,TE,6.0,2015.0,a,NOR,,,0.0,2500.0,False,-3.0,52.5,-165.0,+145
Anthony McCoy,WAS,,,,,TE,6.0,2015.0,a,NYJ,,,0.0,2500.0,False,7.5,40.0,-370.0,+310
Jeff Cumberland,NYJ,,,,,TE,6.0,2015.0,h,WAS,0.0,4600.0,0.0,2500.0,True,-7.5,40.0,-370.0,+310
Matt Spaeth,PIT,,,,,TE,6.0,2015.0,h,ARI,0.0,4500.0,0.0,2500.0,True,5.5,45.0,-250.0,+210
Trey Burton,PHI,,,,,TE,6.0,2015.0,h,NYG,0.0,4500.0,0.0,2500.0,True,-3.5,50.5,-195.0,+170
Gavin Escobar,DAL,,,,,TE,7.0,2015.0,a,NYG,0.0,4500.0,0.0,2500.0,True,3.0,44.5,-160.0,+140
Brandon Myers,TB,1.0,0.0,0.0,0.0,TE,7.0,2015.0,a,WAS,0.0,4500.0,0.0,2500.0,True,3.0,41.5,-155.0,+135
Trey Burton,PHI,,,,,TE,3.0,2015.0,a,NYJ,0.0,4500.0,0.0,2500.0,True,3.0,47.0,-170.0,+150
Will Tye,NYG,2.0,0.0,0.0,0.0,TE,7.0,2015.0,h,DAL,,,0.0,2500.0,False,-3.0,44.5,-160.0,+140
Dion Sims,MIA,2.0,1.0,-3.0,0.0,TE,7.0,2015.0,h,HOU,0.2,4900.0,0.7,2500.0,True,-4.5,45.5,-220.0,+185
Cooper Helfet,SEA,,,,,TE,7.0,2015.0,a,SFO,0.0,4500.0,0.0,2500.0,True,-6.5,42.0,-300.0,+250
Trey Burton,PHI,,,,,TE,7.0,2015.0,a,CAR,0.0,4500.0,0.0,2500.0,True,2.5,46.0,-140.0,+120
Jack Doyle,IND,,,,,TE,7.0,2015.0,h,NOR,0.0,4500.0,0.0,2500.0,True,-5.0,53.0,-240.0,+200
Rhett Ellison,MIN,,,,,TE,7.0,2015.0,a,DET,0.0,4500.0,0.0,2500.0,True,1.0,45.0,-120.0,+100
Kellen Davis,NYJ,,,,,TE,7.0,2015.0,a,NWE,0.0,4500.0,0.0,2500.0,True,7.0,47.5,-325.0,+265
Matt Spaeth,PIT,,,,,TE,7.0,2015.0,a,KAN,0.0,4500.0,0.0,2500.0,True,3.5,41.5,-185.0,+165
Luke Willson,SEA,,,,,TE,7.0,2015.0,a,SFO,0.0,4500.0,0.0,2500.0,True,-6.5,42.0,-300.0,+250
Cooper Helfet,SEA,,,,,TE,6.0,2015.0,h,CAR,0.0,4500.0,0.0,2500.0,True,-7.0,41.0,-325.0,+270
Ed Dickson,CAR,,,,,TE,7.0,2015.0,h,PHI,0.0,4500.0,0.0,2500.0,True,-2.5,46.0,-140.0,+120
Levine Toilolo,ATL,,,,,TE,7.0,2015.0,a,TEN,0.0,4500.0,0.0,2500.0,True,-6.0,45.5,-250.0,+210
Craig Stevens,TEN,,,,,TE,7.0,2015.0,h,ATL,0.0,4500.0,0.0,2500.0,True,6.0,45.5,-250.0,+210
David Johnson,SD,,,,,TE,7.0,2015.0,h,OAK,0.0,4500.0,0.0,2500.0,True,-3.5,48.5,-185.0,+165
CJ Fiedorowicz,HOU,,,,,TE,7.0,2015.0,a,MIA,0.0,4700.0,0.0,2500.0,True,4.5,45.5,-220.0,+185
Matthew Mulligan,BUF,,,,,TE,7.0,2015.0,a,JAC,,,0.0,2500.0,False,-3.5,41.5,-185.0,+165
Phillip Supernaw,TEN,,,,,TE,7.0,2015.0,h,ATL,,,0.0,2500.0,False,6.0,45.5,-250.0,+210
Demetrius Harris,KC,,,,,TE,7.0,2015.0,h,PIT,,,0.0,2500.0,False,-3.5,41.5,-185.0,+165
Anthony McCoy,WAS,,,,,TE,7.0,2015.0,h,TAM,,,0.0,2500.0,False,-3.0,41.5,-155.0,+135
CJ Fiedorowicz,HOU,,,,,TE,6.0,2015.0,a,JAC,1.3,4700.0,1.8,2500.0,True,3.0,43.0,-150.0,+130
Rob Housler,CLE,,,,,TE,5.0,2015.0,a,BAL,1.1,4500.0,1.6,2500.0,True,6.5,43.0,-280.0,+240
Troy Niklas,ARI,,,,,TE,7.0,2015.0,h,BAL,0.0,4500.0,0.0,2500.0,True,-10.0,49.5,-500.0,+400
Cooper Helfet,SEA,,,,,TE,5.0,2015.0,a,CIN,0.0,4500.0,0.0,2500.0,True,3.0,44.5,-170.0,+150
Rob Housler,CLE,,,,,TE,4.0,2015.0,a,SDG,0.0,4500.0,0.0,2500.0,True,5.0,44.5,-240.0,+200
Cooper Helfet,SEA,,,,,TE,4.0,2015.0,h,DET,0.0,4500.0,0.0,2500.0,True,-10.0,43.0,-575.0,+425
Trey Burton,PHI,,,,,TE,4.0,2015.0,a,WAS,0.0,4500.0,0.0,2500.0,True,-3.0,45.5,-155.0,+135
James Casey,DEN,,,,,TE,4.0,2015.0,h,MIN,0.0,4500.0,0.0,2500.0,True,-7.0,43.5,-315.0,+265
Jack Doyle,IND,,,,,TE,4.0,2015.0,h,JAC,0.0,4500.0,0.0,2500.0,True,-4.0,43.5,-200.0,+170
Rhett Ellison,MIN,,,,,TE,4.0,2015.0,a,DEN,0.0,4500.0,0.0,2500.0,True,7.0,43.5,-315.0,+265
Kellen Davis,NYJ,,,,,TE,4.0,2015.0,a,MIA,0.0,4500.0,0.0,2500.0,True,-2.5,42.5,-145.0,+125
Troy Niklas,ARI,,,,,TE,4.0,2015.0,h,STL,0.0,4500.0,0.0,2500.0,True,-7.0,43.5,-320.0,+270
Virgil Green,DEN,,,,,TE,4.0,2015.0,h,MIN,0.0,4600.0,0.0,2500.0,True,-7.0,43.5,-315.0,+265
Tyler Kroft,CIN,,,,,TE,4.0,2015.0,h,KAN,0.0,4500.0,0.0,2500.0,True,-3.5,45.0,-175.0,+155
Blake Bell,SF,,,,,TE,4.0,2015.0,h,GNB,0.0,4500.0,0.0,2500.0,True,7.5,48.0,-360.0,+300
Jim Dray,CLE,,,,,TE,4.0,2015.0,a,SDG,0.0,4500.0,0.0,2500.0,True,5.0,44.5,-240.0,+200
CJ Fiedorowicz,HOU,,,,,TE,4.0,2015.0,a,ATL,8.3,4500.0,10.8,2500.0,True,4.5,47.5,-220.0,+180
Clark Harris,CIN,,,,,TE,4.0,2015.0,h,KAN,,,0.0,2500.0,False,-3.5,45.0,-175.0,+155
Kennard Backman,GB,,,,,TE,4.0,2015.0,a,SFO,,,0.0,2500.0,False,-7.5,48.0,-360.0,+300
Matthew Mulligan,BUF,,,,,TE,4.0,2015.0,h,NYG,,,0.0,2500.0,False,-6.0,46.5,-265.0,+225
Zach Miller,CHI,,,,,TE,4.0,2015.0,h,OAK,,,0.0,2500.0,False,3.0,44.5,-175.0,+155
Richie Brockel,CAR,,,,,TE,4.0,2015.0,a,TAM,,,0.0,2500.0,False,-3.0,40.5,-160.0,+140
Demetrius Harris,KC,,,,,TE,4.0,2015.0,a,CIN,,,0.0,2500.0,False,3.5,45.0,-175.0,+155
Anthony McCoy,WAS,,,,,TE,4.0,2015.0,h,PHI,,,0.0,2500.0,False,3.0,45.5,-155.0,+135
Ryan Hewitt,CIN,,,,,TE,4.0,2015.0,h,KAN,,,0.0,2500.0,False,-3.5,45.0,-175.0,+155
Trey Burton,PHI,,,,,TE,5.0,2015.0,h,NOR,0.0,4500.0,0.0,2500.0,True,-6.5,49.5,-275.0,+235
Cooper Helfet,SEA,,,,,TE,3.0,2015.0,h,CHI,0.0,4500.0,0.0,2500.0,True,-16.5,43.5,-2400.0,+1100
Marqueis Gray,BUF,,,,,TE,4.0,2015.0,h,NYG,0.7,4500.0,1.2,2500.0,True,-6.0,46.5,-265.0,+225
Nic Jacobs,JAC,,,,,TE,4.0,2015.0,a,IND,,,0.0,2500.0,False,4.0,43.5,-200.0,+170
Ryan Hewitt,CIN,,,,,TE,5.0,2015.0,h,SEA,,,0.0,2500.0,False,-3.0,44.5,-170.0,+150
Clay Harbor,JAC,,,,,TE,5.0,2015.0,a,TAM,0.0,4700.0,0.0,2500.0,True,1.0,41.5,-120.0,+100
Anthony McCoy,WAS,,,,,TE,5.0,2015.0,a,ATL,,,0.0,2500.0,False,7.0,48.5,-320.0,+260
Troy Niklas,ARI,,,,,TE,5.0,2015.0,a,DET,0.0,4500.0,0.0,2500.0,True,-4.5,46.0,-215.0,+185
John Phillips,SD,,,,,TE,5.0,2015.0,h,PIT,0.0,4500.0,0.0,2500.0,True,-4.0,45.5,-210.0,+180
Virgil Green,DEN,,,,,TE,5.0,2015.0,a,OAK,0.0,4600.0,0.0,2500.0,True,-5.5,45.0,-250.0,+210
Chris Gragg,BUF,,,,,TE,5.0,2015.0,a,TEN,0.0,4500.0,0.0,2500.0,True,-1.0,43.0,-115.0, -105
Levine Toilolo,ATL,,,,,TE,5.0,2015.0,h,WAS,0.0,4500.0,0.0,2500.0,True,-7.0,48.5,-320.0,+260
Cory Harkey,STL,,,,,TE,5.0,2015.0,a,GNB,0.0,4500.0,0.0,2500.0,True,9.0,46.0,-460.0,+360
Scott Chandler,NE,,,,,TE,5.0,2015.0,a,DAL,0.0,4900.0,0.0,2500.0,True,-8.5,50.5,-420.0,+350
David Johnson,SD,,,,,TE,5.0,2015.0,h,PIT,0.0,4500.0,0.0,2500.0,True,-4.0,45.5,-210.0,+180
Cameron Brate,TB,,,,,TE,5.0,2015.0,h,JAC,0.0,4500.0,0.0,2500.0,True,-1.0,41.5,-120.0,+100
Tyler Kroft,CIN,,,,,TE,5.0,2015.0,h,SEA,0.0,4500.0,0.0,2500.0,True,-3.0,44.5,-170.0,+150
Clark Harris,CIN,,,,,TE,5.0,2015.0,h,SEA,,,0.0,2500.0,False,-3.0,44.5,-170.0,+150
Geoff Swaim,DAL,,,,,TE,5.0,2015.0,h,NWE,,,0.0,2500.0,False,8.5,50.5,-420.0,+350
Lee Smith,OAK,,,,,TE,5.0,2015.0,h,DEN,,,0.0,2500.0,False,5.5,45.0,-250.0,+210
Kennard Backman,GB,,,,,TE,5.0,2015.0,h,STL,,,0.0,2500.0,False,-9.0,46.0,-460.0,+360
Demetrius Harris,KC,,,,,TE,5.0,2015.0,h,CHI,,,0.0,2500.0,False,-9.5,44.5,-475.0,+375
Nic Jacobs,JAC,,,,,TE,5.0,2015.0,a,TAM,,,0.0,2500.0,False,1.0,41.5,-120.0,+100
James O'Shaughnessy,KC,,,,,TE,5.0,2015.0,h,CHI,0.0,4500.0,0.0,2500.0,True,-9.5,44.5,-475.0,+375
Matthew Mulligan,BUF,,,,,TE,5.0,2015.0,a,TEN,,,0.0,2500.0,False,-1.0,43.0,-115.0, -105
Phillip Supernaw,TEN,,,,,TE,5.0,2015.0,h,BUF,,,0.0,2500.0,False,1.0,43.0,-115.0, -105
Michael Williams,NE,,,,,TE,5.0,2015.0,a,DAL,,,0.0,2500.0,False,-8.5,50.5,-420.0,+350
Luke Willson,SEA,5.0,1.0,16.0,0.0,TE,9.0,2014.0,h,OAK,2.1,5100.0,2.6,3000.0,True,-13.5,44.0,-1000.0,+650
Julius Thomas,DEN,2.0,2.0,33.0,1.0,TE,9.0,2014.0,a,NWE,10.3,7800.0,11.3,5600.0,True,-3.0,53.0,-155.0,+135
Larry Donnell,NYG,8.0,4.0,25.0,1.0,TE,9.0,2014.0,h,IND,10.5,5400.0,12.5,4600.0,True,3.0,51.5,-170.0,+150
Anthony Fasano,KC,3.0,3.0,24.0,1.0,TE,9.0,2014.0,h,NYJ,9.9,5000.0,11.4,3000.0,True,-8.5,41.5,-440.0,+350
John Carlson,ARI,8.0,2.0,19.0,1.0,TE,9.0,2014.0,a,DAL,8.9,4600.0,9.9,3000.0,True,1.5,45.0,-125.0,+105
Jason Witten,DAL,7.0,6.0,62.0,0.0,TE,9.0,2014.0,h,ARI,9.2,5700.0,12.2,3200.0,True,-1.5,45.0,-125.0,+105
Crockett Gillmore,BAL,2.0,1.0,1.0,1.0,TE,9.0,2014.0,a,PIT,6.6,4900.0,7.1,3000.0,True,2.0,48.0,-135.0,+115
Owen Daniels,BAL,9.0,6.0,53.0,0.0,TE,9.0,2014.0,a,PIT,8.3,5500.0,11.3,3200.0,True,2.0,48.0,-135.0,+115
Jermaine Gresham,CIN,6.0,5.0,36.0,0.0,TE,9.0,2014.0,h,JAC,6.1,5100.0,8.6,3000.0,True,-10.0,43.5,-575.0,+425
Greg Olsen,CAR,4.0,3.0,30.0,0.0,TE,9.0,2014.0,h,NOR,4.5,7200.0,6.0,6000.0,True,3.0,49.0,-175.0,+155
Rhett Ellison,MIN,4.0,4.0,30.0,0.0,TE,9.0,2014.0,h,WAS,5.0,4500.0,7.0,3000.0,True,0.0,44.0,-115.0, -105
Matt Spaeth,PIT,1.0,1.0,33.0,1.0,TE,9.0,2014.0,h,BAL,11.8,4500.0,12.3,3000.0,True,-2.0,48.0,-135.0,+115
Antonio Gates,SD,5.0,3.0,28.0,0.0,TE,9.0,2014.0,a,MIA,4.3,7100.0,5.8,5300.0,True,2.5,45.0,-145.0,+125
Jim Dray,CLE,1.0,1.0,26.0,0.0,TE,9.0,2014.0,h,TAM,3.1,4900.0,3.6,3000.0,True,-7.0,44.0,-320.0,+260
Heath Miller,PIT,2.0,1.0,14.0,0.0,TE,9.0,2014.0,h,BAL,1.9,5400.0,2.4,4300.0,True,-2.0,48.0,-135.0,+115
Niles Paul,WAS,2.0,2.0,18.0,0.0,TE,9.0,2014.0,a,MIN,2.8,4900.0,3.8,3400.0,True,-0.0,44.0,-115.0, -105
Jordan Reed,WAS,1.0,1.0,17.0,0.0,TE,9.0,2014.0,a,MIN,2.2,5500.0,2.7,4400.0,True,-0.0,44.0,-115.0, -105
Gary Barnidge,CLE,4.0,2.0,16.0,0.0,TE,9.0,2014.0,h,TAM,2.6,4500.0,3.6,3000.0,True,-7.0,44.0,-320.0,+260
Jared Cook,STL,5.0,2.0,12.0,0.0,TE,9.0,2014.0,a,SFO,2.2,4900.0,3.2,3000.0,True,10.5,44.0,-600.0,+450
Vernon Davis,SF,3.0,2.0,19.0,0.0,TE,9.0,2014.0,h,STL,2.9,5700.0,3.9,3700.0,True,-10.5,44.0,-600.0,+450
Nic Jacobs,JAC,1.0,0.0,0.0,0.0,TE,8.0,2014.0,h,MIA,,,0.0,3000.0,False,6.5,42.0,-330.0,+270
Dwayne Allen,IND,5.0,4.0,48.0,1.0,TE,9.0,2014.0,a,NYG,12.8,6200.0,14.8,4100.0,True,-3.0,51.5,-170.0,+150
Charles Clay,MIA,8.0,5.0,65.0,1.0,TE,9.0,2014.0,h,SDG,15.0,4900.0,17.5,3000.0,True,-2.5,45.0,-145.0,+125
Dante Rosario,CHI,2.0,1.0,6.0,0.0,TE,8.0,2014.0,a,NWE,3.1,4500.0,3.6,3000.0,True,6.0,52.0,-260.0,+220
Ryan Hewitt,CIN,1.0,1.0,5.0,0.0,TE,8.0,2014.0,h,BAL,,,1.5,3000.0,False,3.0,44.5,-155.0,+135
Brent Celek,PHI,2.0,2.0,7.0,0.0,TE,9.0,2014.0,a,HOU,1.7,4500.0,2.7,3000.0,True,-2.0,48.5,-135.0,+115
Coby Fleener,IND,4.0,1.0,4.0,0.0,TE,8.0,2014.0,a,PIT,0.9,5400.0,1.4,3400.0,True,-4.5,48.5,-235.0,+195
Demetrius Harris,KC,1.0,1.0,4.0,0.0,TE,8.0,2014.0,h,STL,0.9,4500.0,1.4,3000.0,True,-7.0,44.0,-355.0,+295
Jacob Tamme,DEN,1.0,1.0,4.0,0.0,TE,8.0,2014.0,h,SDG,0.9,5000.0,1.4,3000.0,True,-9.0,51.0,-450.0,+350
Brandon Myers,TB,2.0,1.0,3.0,0.0,TE,8.0,2014.0,h,MIN,0.8,4700.0,1.3,3000.0,True,-1.5,43.0,-125.0,+105
Charles Clay,MIA,3.0,1.0,1.0,0.0,TE,8.0,2014.0,a,JAC,0.6,5400.0,1.1,3500.0,True,-6.5,42.0,-330.0,+270
Gary Barnidge,CLE,1.0,0.0,0.0,0.0,TE,8.0,2014.0,h,OAK,0.0,4500.0,0.0,3000.0,True,-6.5,44.5,-300.0,+250
Jeff Cumberland,NYJ,3.0,0.0,0.0,0.0,TE,8.0,2014.0,h,BUF,0.0,5100.0,0.0,3000.0,True,-3.0,40.5,-155.0,+135
Rhett Ellison,MIN,1.0,0.0,0.0,0.0,TE,8.0,2014.0,a,TAM,0.0,4500.0,0.0,3000.0,True,1.5,43.0,-125.0,+105
Garrett Graham,HOU,1.0,0.0,0.0,0.0,TE,8.0,2014.0,a,TEN,0.0,5000.0,0.0,3000.0,True,-3.5,43.0,-185.0,+165
Troy Niklas,ARI,1.0,1.0,17.0,0.0,TE,10.0,2014.0,h,STL,2.2,4500.0,2.7,3000.0,True,-7.0,43.5,-330.0,+270
Rob Gronkowski,NE,10.0,9.0,105.0,1.0,TE,9.0,2014.0,h,DEN,21.0,7900.0,28.5,7600.0,True,3.0,53.0,-155.0,+135
Mychal Rivera,OAK,11.0,8.0,38.0,2.0,TE,9.0,2014.0,a,SEA,19.8,5000.0,23.8,3200.0,True,13.5,44.0,-1000.0,+650
Jimmy Graham,NO,7.0,7.0,83.0,1.0,TE,9.0,2014.0,a,CAR,17.8,7000.0,21.3,6700.0,True,-3.0,49.0,-175.0,+155
Coby Fleener,IND,11.0,4.0,77.0,1.0,TE,9.0,2014.0,a,NYG,15.7,5100.0,17.7,3100.0,True,-3.0,51.5,-170.0,+150
Travis Kelce,KC,5.0,4.0,67.0,1.0,TE,9.0,2014.0,h,NYJ,14.7,5400.0,16.7,4100.0,True,-8.5,41.5,-440.0,+350
Chase Ford,MIN,7.0,5.0,66.0,1.0,TE,9.0,2014.0,h,WAS,15.1,5000.0,17.6,3800.0,True,0.0,44.0,-115.0, -105
Jacob Tamme,DEN,5.0,1.0,10.0,0.0,TE,9.0,2014.0,a,NWE,1.5,4700.0,2.0,3000.0,True,-3.0,53.0,-155.0,+135
Jason Witten,DAL,7.0,5.0,33.0,1.0,TE,10.0,2014.0,a,JAC,11.8,5800.0,14.3,4600.0,True,-7.5,45.0,-345.0,+280
Ryan Hewitt,CIN,2.0,1.0,7.0,0.0,TE,9.0,2014.0,h,JAC,,,1.7,3000.0,False,-10.0,43.5,-575.0,+425
Lance Kendricks,STL,2.0,1.0,7.0,0.0,TE,9.0,2014.0,a,SFO,1.2,4800.0,1.7,3000.0,True,10.5,44.0,-600.0,+450
Andrew Quarless,GB,5.0,2.0,10.0,1.0,TE,10.0,2014.0,h,CHI,8.0,4800.0,9.0,3000.0,True,-9.5,54.0,-460.0,+360
Jace Amaro,NYJ,5.0,2.0,6.0,1.0,TE,10.0,2014.0,h,PIT,7.6,4900.0,8.6,3400.0,True,4.5,47.0,-210.0,+180
Brandon Bostick,GB,2.0,1.0,1.0,1.0,TE,10.0,2014.0,h,CHI,6.6,4500.0,7.1,3000.0,True,-9.5,54.0,-460.0,+360
Gary Barnidge,CLE,4.0,2.0,46.0,0.0,TE,10.0,2014.0,a,CIN,5.6,4500.0,6.6,3000.0,True,6.5,46.0,-280.0,+240
Martellus Bennett,CHI,6.0,2.0,45.0,0.0,TE,10.0,2014.0,a,GNB,5.5,6500.0,6.5,5600.0,True,9.5,54.0,-460.0,+360
Charles Clay,MIA,9.0,7.0,45.0,0.0,TE,10.0,2014.0,a,DET,8.0,5700.0,11.5,3400.0,True,3.0,43.0,-155.0,+135
Delanie Walker,TEN,5.0,3.0,37.0,0.0,TE,10.0,2014.0,a,BAL,5.2,5800.0,6.7,4400.0,True,10.5,44.0,-600.0,+450
John Carlson,ARI,4.0,2.0,33.0,0.0,TE,10.0,2014.0,h,STL,4.3,4800.0,5.3,3000.0,True,-7.0,43.5,-330.0,+270
Cooper Helfet,SEA,2.0,1.0,32.0,0.0,TE,10.0,2014.0,h,NYG,3.7,4900.0,4.2,3000.0,True,-9.5,45.0,-525.0,+400
Lance Kendricks,STL,2.0,2.0,30.0,0.0,TE,10.0,2014.0,a,ARI,4.0,4700.0,5.0,3000.0,True,7.0,43.5,-330.0,+270
Jermaine Gresham,CIN,6.0,3.0,29.0,0.0,TE,10.0,2014.0,h,CLE,4.4,5100.0,5.9,3800.0,True,-6.5,46.0,-280.0,+240
Heath Miller,PIT,3.0,3.0,29.0,0.0,TE,10.0,2014.0,a,NYJ,4.4,5300.0,5.9,4500.0,True,-4.5,47.0,-210.0,+180
Clay Harbor,JAC,4.0,3.0,28.0,0.0,TE,10.0,2014.0,h,DAL,4.3,5100.0,5.8,3200.0,True,7.5,45.0,-345.0,+280
Larry Donnell,NYG,6.0,4.0,26.0,0.0,TE,10.0,2014.0,a,SEA,4.6,5300.0,6.6,4400.0,True,9.5,45.0,-525.0,+400
Owen Daniels,BAL,4.0,2.0,20.0,0.0,TE,10.0,2014.0,h,TEN,3.0,5400.0,4.0,3300.0,True,-10.5,44.0,-600.0,+450
Travis Kelce,KC,2.0,2.0,19.0,0.0,TE,10.0,2014.0,a,BUF,2.9,6200.0,3.9,5100.0,True,1.5,42.0,-125.0,+105
Scott Chandler,BUF,6.0,3.0,17.0,0.0,TE,10.0,2014.0,h,KAN,3.2,5000.0,4.7,3300.0,True,-1.5,42.0,-125.0,+105
Brent Celek,PHI,4.0,2.0,8.0,0.0,TE,8.0,2014.0,a,ARI,1.8,4500.0,2.8,3000.0,True,-1.0,48.5,-115.0, -105
Zach Ertz,PHI,3.0,1.0,17.0,0.0,TE,10.0,2014.0,h,CAR,2.2,5100.0,2.7,3000.0,True,-7.0,48.5,-335.0,+275
Austin Seferian-Jenkins,TB,9.0,5.0,30.0,1.0,TE,10.0,2014.0,h,ATL,11.5,4900.0,14.0,3000.0,True,3.0,47.0,-175.0,+155
Brent Celek,PHI,6.0,5.0,116.0,0.0,TE,10.0,2014.0,h,CAR,14.1,4500.0,19.6,3000.0,True,-7.0,48.5,-335.0,+275
Greg Olsen,CAR,7.0,6.0,119.0,0.0,TE,10.0,2014.0,a,PHI,14.9,7000.0,20.9,5000.0,True,7.0,48.5,-335.0,+275
Garrett Graham,HOU,1.0,0.0,0.0,0.0,TE,9.0,2014.0,h,PHI,0.0,4800.0,0.0,3000.0,True,2.0,48.5,-135.0,+115
